name,longitude,latitude,search_url,image,url
Shimer College,-87.62713,41.83217,http://api.duckduckgo.com/?q=Shimer+College%20wikipedia&format=json,,
Southern Illinois University-Carbondale,-89.217618,37.71921,http://api.duckduckgo.com/?q=Southern+Illinois+University-Carbondale%20wikipedia&format=json,https://duckduckgo.com/i/9188d83798fedd8a.png,http://www.siu.edu
Southern Illinois University-Edwardsville,-89.997779,38.793949,http://api.duckduckgo.com/?q=Southern+Illinois+University-Edwardsville%20wikipedia&format=json,https://duckduckgo.com/i/7d815064473ef882.png,http://www.siue.edu
Trinity Christian College,-87.784157,41.669189,http://api.duckduckgo.com/?q=Trinity+Christian+College%20wikipedia&format=json,https://duckduckgo.com/i/3ac36f25.jpeg,http://www.trnty.edu
Trinity International University-Illinois,-87.882722,42.197909,http://api.duckduckgo.com/?q=Trinity+International+University-Illinois%20wikipedia&format=json,,
Western Illinois University,-90.685235,40.465621,http://api.duckduckgo.com/?q=Western+Illinois+University%20wikipedia&format=json,https://duckduckgo.com/i/aac58cfe.png,http://www.wiu.edu
Wheaton College,-88.09681,41.870943,http://api.duckduckgo.com/?q=Wheaton+College%20wikipedia&format=json,,
Anderson University,-85.662292,40.112167,http://api.duckduckgo.com/?q=Anderson+University%20wikipedia&format=json,,
Ball State University,-85.408863,40.198942,http://api.duckduckgo.com/?q=Ball+State+University%20wikipedia&format=json,https://duckduckgo.com/i/c17d4e52.png,http://www.bsu.edu
Bethel College-Indiana,-86.191642,41.677671,http://api.duckduckgo.com/?q=Bethel+College-Indiana%20wikipedia&format=json,,
Butler University,-86.171791,39.840662,http://api.duckduckgo.com/?q=Butler+University%20wikipedia&format=json,https://duckduckgo.com/i/dc15572f.png,http://www.butler.edu
Calumet College of Saint Joseph,-87.492987,41.670925,http://api.duckduckgo.com/?q=Calumet+College+of+Saint+Joseph%20wikipedia&format=json,,http://www.ccsj.edu
DePauw University,-86.863556,39.63953,http://api.duckduckgo.com/?q=DePauw+University%20wikipedia&format=json,https://duckduckgo.com/i/8523d24b.png,https://www.depauw.edu/
Earlham College,-84.911464,39.822278,http://api.duckduckgo.com/?q=Earlham+College%20wikipedia&format=json,https://duckduckgo.com/i/a66ffbfd7ebd71cb.png,http://www.earlham.edu
University of Evansville,-87.531963,37.969955,http://api.duckduckgo.com/?q=University+of+Evansville%20wikipedia&format=json,https://duckduckgo.com/i/ee9b64be.png,http://www.evansville.edu/
Franklin College,-86.047182,39.478298,http://api.duckduckgo.com/?q=Franklin+College%20wikipedia&format=json,,
Goshen College,-85.826766,41.564254,http://api.duckduckgo.com/?q=Goshen+College%20wikipedia&format=json,https://duckduckgo.com/i/be30af91.png,http://www.goshen.edu
Grace College and Theological Seminary,-85.813931,41.226473,http://api.duckduckgo.com/?q=Grace+College+and+Theological+Seminary%20wikipedia&format=json,https://duckduckgo.com/i/5aa29052.jpg,http://www.grace.edu
Hanover College,-85.461086,38.712488,http://api.duckduckgo.com/?q=Hanover+College%20wikipedia&format=json,https://duckduckgo.com/i/6f0815ea.png,http://www.hanover.edu
Holy Cross College,-86.253668,41.699982,http://api.duckduckgo.com/?q=Holy+Cross+College%20wikipedia&format=json,,
Huntington University,-85.499624,40.89907,http://api.duckduckgo.com/?q=Huntington+University%20wikipedia&format=json,,
Indiana University-Purdue University-Fort Wayne,-85.111747,41.115418,http://api.duckduckgo.com/?q=Indiana+University-Purdue+University-Fort+Wayne%20wikipedia&format=json,,
Indiana University-Purdue University-Indianapolis,-86.172217,39.772948,http://api.duckduckgo.com/?q=Indiana+University-Purdue+University-Indianapolis%20wikipedia&format=json,,
University of Indianapolis,-86.134747,39.709671,http://api.duckduckgo.com/?q=University+of+Indianapolis%20wikipedia&format=json,https://duckduckgo.com/i/3df026ed.png,
University of Southern Indiana,-87.67666,37.966188,http://api.duckduckgo.com/?q=University+of+Southern+Indiana%20wikipedia&format=json,https://duckduckgo.com/i/1d9c1928bad77838.png,
Indiana State University,-87.407085,39.46873,http://api.duckduckgo.com/?q=Indiana+State+University%20wikipedia&format=json,https://duckduckgo.com/i/186fc7dd.png,http://www.indstate.edu
Indiana University-Kokomo,-86.132096,40.459913,http://api.duckduckgo.com/?q=Indiana+University-Kokomo%20wikipedia&format=json,https://duckduckgo.com/i/f9053343.png,http://www.iuk.edu
Indiana University-South Bend,-86.222958,41.665746,http://api.duckduckgo.com/?q=Indiana+University-South+Bend%20wikipedia&format=json,,http://iusb.edu/
Indiana University-Bloomington,-86.526904,39.166383,http://api.duckduckgo.com/?q=Indiana+University-Bloomington%20wikipedia&format=json,https://duckduckgo.com/i/69635a51625c6c31.png,https://www.indiana.edu/
Indiana University-Northwest,-87.338457,41.556723,http://api.duckduckgo.com/?q=Indiana+University-Northwest%20wikipedia&format=json,https://duckduckgo.com/i/b263d0a16a8c4b5a.png,http://www.iun.edu
Indiana University-Southeast,-85.819376,38.342992,http://api.duckduckgo.com/?q=Indiana+University-Southeast%20wikipedia&format=json,https://duckduckgo.com/i/6cd31568.png,http://ius.edu/
Indiana University-East,-84.886187,39.867099,http://api.duckduckgo.com/?q=Indiana+University-East%20wikipedia&format=json,https://duckduckgo.com/i/bf841a7c.jpg,https://www.iue.edu/
Manchester University,-85.758762,41.011609,http://api.duckduckgo.com/?q=Manchester+University%20wikipedia&format=json,,
Marian University,-86.204599,39.81534,http://api.duckduckgo.com/?q=Marian+University%20wikipedia&format=json,,
Indiana Wesleyan University,-85.661991,40.518495,http://api.duckduckgo.com/?q=Indiana+Wesleyan+University%20wikipedia&format=json,https://duckduckgo.com/i/529c4328.png,https://www.indwes.edu/
Martin University,-86.104771,39.79844,http://api.duckduckgo.com/?q=Martin+University%20wikipedia&format=json,,https://www.martin.edu/
University of Notre Dame,-86.238959,41.703058,http://api.duckduckgo.com/?q=University+of+Notre+Dame%20wikipedia&format=json,https://duckduckgo.com/i/83afb63dd45e436b.png,https://www.nd.edu/
Oakland City University,-87.351611,38.339606,http://api.duckduckgo.com/?q=Oakland+City+University%20wikipedia&format=json,https://duckduckgo.com/i/15537c9b.jpg,http://www.oak.edu
Purdue University-Calumet Campus,-87.47376,41.584742,http://api.duckduckgo.com/?q=Purdue+University-Calumet+Campus%20wikipedia&format=json,,
Purdue University-North Central Campus,-86.89523,41.583788,http://api.duckduckgo.com/?q=Purdue+University-North+Central+Campus%20wikipedia&format=json,,
University of Saint Francis-Fort Wayne,-85.173694,41.087772,http://api.duckduckgo.com/?q=University+of+Saint+Francis-Fort+Wayne%20wikipedia&format=json,,
Saint Josephs College,-87.155541,40.923438,http://api.duckduckgo.com/?q=Saint+Josephs+College%20wikipedia&format=json,,
Saint Mary-of-the-Woods College,-87.460126,39.510543,http://api.duckduckgo.com/?q=Saint+Mary-of-the-Woods+College%20wikipedia&format=json,https://duckduckgo.com/i/9faaf39f.png,
Saint Mary's College,-86.256947,41.707274,http://api.duckduckgo.com/?q=Saint+Mary%27s+College%20wikipedia&format=json,,
Taylor University,-85.496906,40.458382,http://api.duckduckgo.com/?q=Taylor+University%20wikipedia&format=json,https://duckduckgo.com/i/ada496d3cc03e4ec.png,http://www.taylor.edu
Trine University,-85.005696,41.633389,http://api.duckduckgo.com/?q=Trine+University%20wikipedia&format=json,https://duckduckgo.com/i/9f7e19d1225f1dd3.gif,http://www.trine.edu
Valparaiso University,-87.045853,41.463176,http://api.duckduckgo.com/?q=Valparaiso+University%20wikipedia&format=json,https://duckduckgo.com/i/5c761d33de6ba696.png,http://www.valpo.edu
Wabash College,-86.905809,40.037799,http://api.duckduckgo.com/?q=Wabash+College%20wikipedia&format=json,https://duckduckgo.com/i/8598b608.png,http://www.wabash.edu
Briar Cliff University,-96.42696,42.526919,http://api.duckduckgo.com/?q=Briar+Cliff+University%20wikipedia&format=json,,http://www.briarcliff.edu
Buena Vista University,-95.208053,42.642529,http://api.duckduckgo.com/?q=Buena+Vista+University%20wikipedia&format=json,https://duckduckgo.com/i/e912f2dda6f924d9.jpg,https://www.bvu.edu/
Central College,-92.918664,41.400236,http://api.duckduckgo.com/?q=Central+College%20wikipedia&format=json,,
Clarke University,-90.691512,42.508619,http://api.duckduckgo.com/?q=Clarke+University%20wikipedia&format=json,https://duckduckgo.com/i/8fe30a85.png,http://www.clarke.edu
Coe College,-91.657535,41.986383,http://api.duckduckgo.com/?q=Coe+College%20wikipedia&format=json,https://duckduckgo.com/i/b2e31d1a.jpg,http://www.coe.edu
Cornell College,-91.425435,41.925982,http://api.duckduckgo.com/?q=Cornell+College%20wikipedia&format=json,https://duckduckgo.com/i/c16188c4491904b8.png,https://www.cornellcollege.edu
Dordt College,-96.166319,43.08396,http://api.duckduckgo.com/?q=Dordt+College%20wikipedia&format=json,,
Drake University,-93.654062,41.60381,http://api.duckduckgo.com/?q=Drake+University%20wikipedia&format=json,https://duckduckgo.com/i/043f93fa.png,https://www.drake.edu/
University of Dubuque,-90.693568,42.498027,http://api.duckduckgo.com/?q=University+of+Dubuque%20wikipedia&format=json,https://duckduckgo.com/i/86fbaa240f1542b4.jpg,http://www.dbq.edu
Graceland University-Lamoni,-93.924893,40.615966,http://api.duckduckgo.com/?q=Graceland+University-Lamoni%20wikipedia&format=json,,
Grand View University,-93.605016,41.620909,http://api.duckduckgo.com/?q=Grand+View+University%20wikipedia&format=json,https://duckduckgo.com/i/a69fe828.png,http://www.grandview.edu
Grinnell College,-92.721246,41.747048,http://api.duckduckgo.com/?q=Grinnell+College%20wikipedia&format=json,https://duckduckgo.com/i/990d3d81ad3be371.png,http://www.grinnell.edu
Iowa State University,-93.648353,42.026368,http://api.duckduckgo.com/?q=Iowa+State+University%20wikipedia&format=json,https://duckduckgo.com/i/7e44280b7a489041.png,https://www.iastate.edu
Iowa Wesleyan College,-91.552588,40.973689,http://api.duckduckgo.com/?q=Iowa+Wesleyan+College%20wikipedia&format=json,https://duckduckgo.com/i/22020af0.jpg,http://www.iwc.edu
University of Iowa,-91.535698,41.660695,http://api.duckduckgo.com/?q=University+of+Iowa%20wikipedia&format=json,https://duckduckgo.com/i/4841c6b5.png,https://uiowa.edu
Loras College,-90.680232,42.504131,http://api.duckduckgo.com/?q=Loras+College%20wikipedia&format=json,https://duckduckgo.com/i/149aa3d6.png,http://www.loras.edu
Luther College,-91.803971,43.313584,http://api.duckduckgo.com/?q=Luther+College%20wikipedia&format=json,,
Maharishi University of Management,-91.967306,41.017781,http://api.duckduckgo.com/?q=Maharishi+University+of+Management%20wikipedia&format=json,,
Morningside College,-96.360738,42.47324,http://api.duckduckgo.com/?q=Morningside+College%20wikipedia&format=json,,
Mount Mercy University,-91.650991,42.001931,http://api.duckduckgo.com/?q=Mount+Mercy+University%20wikipedia&format=json,https://duckduckgo.com/i/1dea0876.jpg,http://www.mtmercy.edu
University of Northern Iowa,-92.459703,42.514923,http://api.duckduckgo.com/?q=University+of+Northern+Iowa%20wikipedia&format=json,https://duckduckgo.com/i/175fed31.png,http://www.uni.edu
Northwestern College,-96.058382,42.998955,http://api.duckduckgo.com/?q=Northwestern+College%20wikipedia&format=json,,
Saint Ambrose University,-90.58098,41.540081,http://api.duckduckgo.com/?q=Saint+Ambrose+University%20wikipedia&format=json,https://duckduckgo.com/i/6182b1e48b0269e3.png,http://www.sau.edu
Simpson College,-93.563471,41.365503,http://api.duckduckgo.com/?q=Simpson+College%20wikipedia&format=json,https://duckduckgo.com/i/b0665bfda0809971.jpg,http://www.simpson.edu
Upper Iowa University,-91.799663,42.840293,http://api.duckduckgo.com/?q=Upper+Iowa+University%20wikipedia&format=json,https://duckduckgo.com/i/00cb6f485877236e.png,http://www.uiu.edu
Wartburg College,-92.480933,42.727629,http://api.duckduckgo.com/?q=Wartburg+College%20wikipedia&format=json,https://duckduckgo.com/i/3d819f366d8b0760.png,http://www.wartburg.edu
William Penn University,-92.648348,41.308868,http://api.duckduckgo.com/?q=William+Penn+University%20wikipedia&format=json,,http://www.wmpenn.edu
Baker University,-95.188231,38.777278,http://api.duckduckgo.com/?q=Baker+University%20wikipedia&format=json,https://duckduckgo.com/i/3752e910.png,http://www.bakeru.edu
Benedictine College,-95.111424,39.572953,http://api.duckduckgo.com/?q=Benedictine+College%20wikipedia&format=json,https://duckduckgo.com/i/b739bc7f.png,http://www.benedictine.edu
Bethany College,-97.673173,38.5786,http://api.duckduckgo.com/?q=Bethany+College%20wikipedia&format=json,,
Bethel College-North Newton,-97.342572,38.07525,http://api.duckduckgo.com/?q=Bethel+College-North+Newton%20wikipedia&format=json,,
Central Christian College of Kansas,-97.667373,38.357964,http://api.duckduckgo.com/?q=Central+Christian+College+of+Kansas%20wikipedia&format=json,,http://www.centralchristian.edu
Donnelly College,-94.65103,39.112227,http://api.duckduckgo.com/?q=Donnelly+College%20wikipedia&format=json,,
Emporia State University,-96.179454,38.412583,http://api.duckduckgo.com/?q=Emporia+State+University%20wikipedia&format=json,https://duckduckgo.com/i/99e36f75.png,http://www.emporia.edu
Fort Hays State University,-99.340493,38.872436,http://api.duckduckgo.com/?q=Fort+Hays+State+University%20wikipedia&format=json,https://duckduckgo.com/i/556083a0.png,https://www.fhsu.edu/
Friends University,-97.366666,37.678495,http://api.duckduckgo.com/?q=Friends+University%20wikipedia&format=json,https://duckduckgo.com/i/aae1f5b2852b7385.png,http://www.friends.edu
University of Kansas,-95.24587,38.957351,http://api.duckduckgo.com/?q=University+of+Kansas%20wikipedia&format=json,https://duckduckgo.com/i/4ddf04116f2411b4.png,https://www.ku.edu
Newman University,-97.378803,37.672306,http://api.duckduckgo.com/?q=Newman+University%20wikipedia&format=json,,
Kansas State University,-96.581077,39.188616,http://api.duckduckgo.com/?q=Kansas+State+University%20wikipedia&format=json,https://duckduckgo.com/i/63485cea7972d03c.png,http://www.k-state.edu
Kansas Wesleyan University,-97.609476,38.813923,http://api.duckduckgo.com/?q=Kansas+Wesleyan+University%20wikipedia&format=json,https://duckduckgo.com/i/e428655e.png,http://www.kwu.edu
McPherson College,-97.6443,38.371464,http://api.duckduckgo.com/?q=McPherson+College%20wikipedia&format=json,https://duckduckgo.com/i/9bd17fa7.png,https://www.mcpherson.edu
MidAmerica Nazarene University,-94.782586,38.872608,http://api.duckduckgo.com/?q=MidAmerica+Nazarene+University%20wikipedia&format=json,https://duckduckgo.com/i/e375983b.png,https://www.mnu.edu/
Ottawa University-Ottawa,-95.263776,38.602899,http://api.duckduckgo.com/?q=Ottawa+University-Ottawa%20wikipedia&format=json,,
Ottawa University-Kansas City,-94.68937,38.930925,http://api.duckduckgo.com/?q=Ottawa+University-Kansas+City%20wikipedia&format=json,,
Pittsburg State University,-94.704782,37.3913,http://api.duckduckgo.com/?q=Pittsburg+State+University%20wikipedia&format=json,https://duckduckgo.com/i/7934c93b.png,http://www.pittstate.edu
University of Saint Mary,-94.906935,39.277308,http://api.duckduckgo.com/?q=University+of+Saint+Mary%20wikipedia&format=json,https://duckduckgo.com/i/3207f68e630d25ef.png,https://www.stmary.edu/
Southwestern College,-96.9783,37.2493,http://api.duckduckgo.com/?q=Southwestern+College%20wikipedia&format=json,,
Sterling College,-98.209966,38.219783,http://api.duckduckgo.com/?q=Sterling+College%20wikipedia&format=json,,
Tabor College,-97.20096,38.348606,http://api.duckduckgo.com/?q=Tabor+College%20wikipedia&format=json,,
Washburn University,-95.702325,39.034977,http://api.duckduckgo.com/?q=Washburn+University%20wikipedia&format=json,https://duckduckgo.com/i/f4019958.png,http://www.washburn.edu
Wichita State University,-97.296733,37.716484,http://api.duckduckgo.com/?q=Wichita+State+University%20wikipedia&format=json,https://duckduckgo.com/i/7af98edec075031b.png,
Alice Lloyd College,-82.875068,37.335087,http://api.duckduckgo.com/?q=Alice+Lloyd+College%20wikipedia&format=json,https://duckduckgo.com/i/0023da738521c61c.jpg,http://www.alc.edu
Asbury University,-84.662606,37.862029,http://api.duckduckgo.com/?q=Asbury+University%20wikipedia&format=json,https://duckduckgo.com/i/53ff07db.png,http://www.asbury.edu
Bellarmine University,-85.7049,38.219138,http://api.duckduckgo.com/?q=Bellarmine+University%20wikipedia&format=json,https://duckduckgo.com/i/fb5c2c14.png,http://www.bellarmine.edu
Berea College,-84.289332,37.573334,http://api.duckduckgo.com/?q=Berea+College%20wikipedia&format=json,https://duckduckgo.com/i/49619352255f6fb0.jpg,http://www.berea.edu
Brescia University,-87.111533,37.768989,http://api.duckduckgo.com/?q=Brescia+University%20wikipedia&format=json,,http://www.brescia.edu
Campbellsville University,-85.348943,37.343342,http://api.duckduckgo.com/?q=Campbellsville+University%20wikipedia&format=json,https://duckduckgo.com/i/1e2b7e75e5aa97df.png,https://www.campbellsville.edu/
Centre College,-84.779175,37.645102,http://api.duckduckgo.com/?q=Centre+College%20wikipedia&format=json,https://duckduckgo.com/i/0f91bff2.png,http://www.centre.edu
University of the Cumberlands,-84.162375,36.736489,http://api.duckduckgo.com/?q=University+of+the+Cumberlands%20wikipedia&format=json,https://duckduckgo.com/i/f908905c.png,http://www.ucumberlands.edu
Eastern Kentucky University,-84.301356,37.740396,http://api.duckduckgo.com/?q=Eastern+Kentucky+University%20wikipedia&format=json,https://duckduckgo.com/i/75fbd4c9.png,
Georgetown College,-84.554583,38.207934,http://api.duckduckgo.com/?q=Georgetown+College%20wikipedia&format=json,https://duckduckgo.com/i/87888695.png,http://www.georgetowncollege.edu
Kentucky State University,-84.855488,38.201056,http://api.duckduckgo.com/?q=Kentucky+State+University%20wikipedia&format=json,https://duckduckgo.com/i/f37e37b7.png,http://www.kysu.edu
Kentucky Wesleyan College,-87.121984,37.744667,http://api.duckduckgo.com/?q=Kentucky+Wesleyan+College%20wikipedia&format=json,https://duckduckgo.com/i/c630bdb5.png,http://www.kwc.edu
University of Kentucky,-84.509177,38.032393,http://api.duckduckgo.com/?q=University+of+Kentucky%20wikipedia&format=json,https://duckduckgo.com/i/0abcabf3.png,https://uky.edu
Kentucky Christian University,-82.946883,38.339002,http://api.duckduckgo.com/?q=Kentucky+Christian+University%20wikipedia&format=json,,http://www.kcu.edu
Lindsey Wilson College,-85.299909,37.101853,http://api.duckduckgo.com/?q=Lindsey+Wilson+College%20wikipedia&format=json,,http://www.lindsey.edu
University of Louisville,-85.758843,38.215752,http://api.duckduckgo.com/?q=University+of+Louisville%20wikipedia&format=json,https://duckduckgo.com/i/7dec2ede59146225.png,http://www.louisville.edu
Mid-Continent University,-88.648361,36.815418,http://api.duckduckgo.com/?q=Mid-Continent+University%20wikipedia&format=json,https://duckduckgo.com/i/38beb058.gif,http://www.midcontinent.edu
Midway College,-84.679335,38.144432,http://api.duckduckgo.com/?q=Midway+College%20wikipedia&format=json,https://duckduckgo.com/i/2fbf694f.jpg,https://www.midway.edu/
Morehead State University,-83.429742,38.188462,http://api.duckduckgo.com/?q=Morehead+State+University%20wikipedia&format=json,https://duckduckgo.com/i/ac2211db.png,http://www.moreheadstate.edu
Murray State University,-88.323493,36.61241,http://api.duckduckgo.com/?q=Murray+State+University%20wikipedia&format=json,https://duckduckgo.com/i/76adc812.png,http://www.murraystate.edu
Northern Kentucky University,-84.465959,39.029221,http://api.duckduckgo.com/?q=Northern+Kentucky+University%20wikipedia&format=json,https://duckduckgo.com/i/33ef4249.png,http://www.nku.edu
University of Pikeville,-82.520265,37.478835,http://api.duckduckgo.com/?q=University+of+Pikeville%20wikipedia&format=json,https://duckduckgo.com/i/125afa15.png,http://www.upike.edu
Saint Catharine College,-85.261372,37.708833,http://api.duckduckgo.com/?q=Saint+Catharine+College%20wikipedia&format=json,https://duckduckgo.com/i/4b8592f4.jpg,http://www.sccky.edu
Spalding University,-85.75905,38.241815,http://api.duckduckgo.com/?q=Spalding+University%20wikipedia&format=json,https://duckduckgo.com/i/d6e857b7d06fe431.jpg,http://www.spalding.edu
Thomas More College,-84.568923,39.022963,http://api.duckduckgo.com/?q=Thomas+More+College%20wikipedia&format=json,,
Transylvania University,-84.493883,38.053236,http://api.duckduckgo.com/?q=Transylvania+University%20wikipedia&format=json,https://duckduckgo.com/i/6c97adf2.png,https://www.transy.edu/
Union College,-83.887982,36.869066,http://api.duckduckgo.com/?q=Union+College%20wikipedia&format=json,https://duckduckgo.com/i/72d279032cc337e0.png,http://www.union.edu/
Western Kentucky University,-86.455898,36.985718,http://api.duckduckgo.com/?q=Western+Kentucky+University%20wikipedia&format=json,https://duckduckgo.com/i/fb2131c3.png,http://www.wku.edu
Centenary College of Louisiana,-93.731518,32.483004,http://api.duckduckgo.com/?q=Centenary+College+of+Louisiana%20wikipedia&format=json,https://duckduckgo.com/i/da5d7571.png,http://www.centenary.edu
Dillard University,-90.065348,29.996468,http://api.duckduckgo.com/?q=Dillard+University%20wikipedia&format=json,https://duckduckgo.com/i/814cc227.png,http://www.dillard.edu
Grambling State University,-92.717367,32.522702,http://api.duckduckgo.com/?q=Grambling+State+University%20wikipedia&format=json,https://duckduckgo.com/i/4099a457e355d572.png,http://www.gram.edu
Louisiana State University-Alexandria,-92.414409,31.178616,http://api.duckduckgo.com/?q=Louisiana+State+University-Alexandria%20wikipedia&format=json,https://duckduckgo.com/i/747fb519.png,http://www.lsua.edu
Louisiana State University and Agricultural & Mechanical College,-91.196656,30.552111,http://api.duckduckgo.com/?q=Louisiana+State+University+and+Agricultural+%26+Mechanical+College%20wikipedia&format=json,https://duckduckgo.com/i/9e8b9a1a6f6c9b95.png,https://www.lsu.edu/
Louisiana State University-Shreveport,-93.703762,32.428768,http://api.duckduckgo.com/?q=Louisiana+State+University-Shreveport%20wikipedia&format=json,https://duckduckgo.com/i/1bcb0199.png,http://www.lsus.edu/
Louisiana College,-92.425567,31.322286,http://api.duckduckgo.com/?q=Louisiana+College%20wikipedia&format=json,https://duckduckgo.com/i/57921839.jpg,
Louisiana Tech University,-92.64964,32.525518,http://api.duckduckgo.com/?q=Louisiana+Tech+University%20wikipedia&format=json,https://duckduckgo.com/i/740e5ce029d40578.png,http://www.latech.edu
Loyola University New Orleans,-90.120417,29.936141,http://api.duckduckgo.com/?q=Loyola+University+New+Orleans%20wikipedia&format=json,https://duckduckgo.com/i/24ab12ffa9446f37.png,https://www.loyno.edu/
McNeese State University,-93.215648,30.180762,http://api.duckduckgo.com/?q=McNeese+State+University%20wikipedia&format=json,https://duckduckgo.com/i/a146e608.png,http://www.mcneese.edu
University of New Orleans,-90.068506,30.028539,http://api.duckduckgo.com/?q=University+of+New+Orleans%20wikipedia&format=json,https://duckduckgo.com/i/116f31be50758abd.png,http://www.uno.edu
Nicholls State University,-90.802906,29.792689,http://api.duckduckgo.com/?q=Nicholls+State+University%20wikipedia&format=json,https://duckduckgo.com/i/ffd1a872.png,http://www.nicholls.edu
University of Louisiana at Monroe,-92.073855,32.527957,http://api.duckduckgo.com/?q=University+of+Louisiana+at+Monroe%20wikipedia&format=json,https://duckduckgo.com/i/01451a8c.png,http://www.ulm.edu
Northwestern State University of Louisiana,-93.097715,31.750675,http://api.duckduckgo.com/?q=Northwestern+State+University+of+Louisiana%20wikipedia&format=json,https://duckduckgo.com/i/15bfedf2.png,http://www.nsula.edu/
Our Lady of Holy Cross College,-89.997055,29.912539,http://api.duckduckgo.com/?q=Our+Lady+of+Holy+Cross+College%20wikipedia&format=json,https://duckduckgo.com/i/b1b23f47.png,http://www.olhcc.edu
Southeastern Louisiana University,-90.468558,30.51358,http://api.duckduckgo.com/?q=Southeastern+Louisiana+University%20wikipedia&format=json,https://duckduckgo.com/i/080290b6.png,
Southern University and A & M College,-91.190105,30.524558,http://api.duckduckgo.com/?q=Southern+University+and+A+%26+M+College%20wikipedia&format=json,,
Southern University at New Orleans,-90.044379,30.02669,http://api.duckduckgo.com/?q=Southern+University+at+New+Orleans%20wikipedia&format=json,https://duckduckgo.com/i/9985a6db.jpg,http://www.suno.edu
University of Louisiana at Lafayette,-92.01941,30.215283,http://api.duckduckgo.com/?q=University+of+Louisiana+at+Lafayette%20wikipedia&format=json,https://duckduckgo.com/i/6325367fbdce429c.png,https://louisiana.edu/
Tulane University of Louisiana,-90.120409,29.939696,http://api.duckduckgo.com/?q=Tulane+University+of+Louisiana%20wikipedia&format=json,https://duckduckgo.com/i/acc0e24177b561c0.png,https://tulane.edu/
Xavier University of Louisiana,-90.107307,29.964162,http://api.duckduckgo.com/?q=Xavier+University+of+Louisiana%20wikipedia&format=json,https://duckduckgo.com/i/27ff9b21.png,http://www.xula.edu
College of the Atlantic,-68.228849,44.399584,http://api.duckduckgo.com/?q=College+of+the+Atlantic%20wikipedia&format=json,https://duckduckgo.com/i/c0af6b1e.png,http://www.coa.edu
Bates College,-70.203333,44.105299,http://api.duckduckgo.com/?q=Bates+College%20wikipedia&format=json,https://duckduckgo.com/i/f4306f39d4f57ba1.png,http://www.bates.edu/
Bowdoin College,-69.965165,43.906969,http://api.duckduckgo.com/?q=Bowdoin+College%20wikipedia&format=json,https://duckduckgo.com/i/47dd55a2.jpg,https://www.bowdoin.edu/
Colby College,-69.66337,44.564211,http://api.duckduckgo.com/?q=Colby+College%20wikipedia&format=json,https://duckduckgo.com/i/99284119.png,http://www.colby.edu
Husson University,-68.791323,44.828888,http://api.duckduckgo.com/?q=Husson+University%20wikipedia&format=json,,http://www.husson.edu
University of Maine at Augusta,-69.796396,44.337746,http://api.duckduckgo.com/?q=University+of+Maine+at+Augusta%20wikipedia&format=json,https://duckduckgo.com/i/0456e844.png,http://www.uma.edu/
University of Maine at Farmington,-70.147469,44.668,http://api.duckduckgo.com/?q=University+of+Maine+at+Farmington%20wikipedia&format=json,https://duckduckgo.com/i/9214bbd1aecb7e6c.png,http://www.umf.maine.edu
University of Maine at Fort Kent,-68.588364,47.250306,http://api.duckduckgo.com/?q=University+of+Maine+at+Fort+Kent%20wikipedia&format=json,https://duckduckgo.com/i/0c28b389.png,http://www.umfk.maine.edu
University of Maine at Machias,-67.456534,44.709895,http://api.duckduckgo.com/?q=University+of+Maine+at+Machias%20wikipedia&format=json,https://duckduckgo.com/i/c7dfde11.png,http://machias.edu
University of Maine,-68.673839,44.895966,http://api.duckduckgo.com/?q=University+of+Maine%20wikipedia&format=json,https://duckduckgo.com/i/ab3033ae8cfa1815.png,http://www.umaine.edu/
Maine Maritime Academy,-68.803214,44.3873,http://api.duckduckgo.com/?q=Maine+Maritime+Academy%20wikipedia&format=json,https://duckduckgo.com/i/ced21398.png,http://www.mainemaritime.edu
University of Maine at Presque Isle,-68.016516,46.672377,http://api.duckduckgo.com/?q=University+of+Maine+at+Presque+Isle%20wikipedia&format=json,https://duckduckgo.com/i/47ac6a6a.png,http://www.umpi.edu/
University of New England,-70.385882,43.458172,http://api.duckduckgo.com/?q=University+of+New+England%20wikipedia&format=json,,
Saint Joseph's College of Maine,-70.483486,43.82651,http://api.duckduckgo.com/?q=Saint+Joseph%27s+College+of+Maine%20wikipedia&format=json,https://duckduckgo.com/i/e5e37b2c.png,http://www.sjcme.edu
University of Southern Maine,-70.276002,43.662637,http://api.duckduckgo.com/?q=University+of+Southern+Maine%20wikipedia&format=json,https://duckduckgo.com/i/7d9155d7cc4dbb97.png,http://www.usm.maine.edu
Thomas College,-69.662923,44.524046,http://api.duckduckgo.com/?q=Thomas+College%20wikipedia&format=json,https://duckduckgo.com/i/5fb09ecf53a23782.png,https://www.thomas.edu
Unity College,-69.332276,44.603165,http://api.duckduckgo.com/?q=Unity+College%20wikipedia&format=json,,
University of Baltimore,-76.616591,39.305834,http://api.duckduckgo.com/?q=University+of+Baltimore%20wikipedia&format=json,https://duckduckgo.com/i/8faccc3a.png,http://www.ubalt.edu
Bowie State University,-76.759721,39.018185,http://api.duckduckgo.com/?q=Bowie+State+University%20wikipedia&format=json,https://duckduckgo.com/i/4af9515f.png,https://www.bowiestate.edu/
Washington Adventist University,-77.00131,38.987206,http://api.duckduckgo.com/?q=Washington+Adventist+University%20wikipedia&format=json,https://duckduckgo.com/i/ca79810f.jpg,https://www.wau.edu/
