Name,Longitude location of institution,Latitude location of institution,search_url,image,url
University of Saint Francis-Fort Wayne,-85.173694,41.087772,http://api.duckduckgo.com/?q=University+of+Saint+Francis-Fort+Wayne%20wikipedia&format=json,,
Saint Josephs College,-87.155541,40.923438,http://api.duckduckgo.com/?q=Saint+Josephs+College%20wikipedia&format=json,,
Saint Mary-of-the-Woods College,-87.460126,39.510543,http://api.duckduckgo.com/?q=Saint+Mary-of-the-Woods+College%20wikipedia&format=json,,
Saint Mary's College,-86.256947,41.707274,http://api.duckduckgo.com/?q=Saint+Mary%27s+College%20wikipedia&format=json,,
Taylor University,-85.496906,40.458382,http://api.duckduckgo.com/?q=Taylor+University%20wikipedia&format=json,,
Trine University,-85.005696,41.633389,http://api.duckduckgo.com/?q=Trine+University%20wikipedia&format=json,,
Valparaiso University,-87.045853,41.463176,http://api.duckduckgo.com/?q=Valparaiso+University%20wikipedia&format=json,,
Wabash College,-86.905809,40.037799,http://api.duckduckgo.com/?q=Wabash+College%20wikipedia&format=json,,
Briar Cliff University,-96.42696,42.526919,http://api.duckduckgo.com/?q=Briar+Cliff+University%20wikipedia&format=json,,
Buena Vista University,-95.208053,42.642529,http://api.duckduckgo.com/?q=Buena+Vista+University%20wikipedia&format=json,,
Central College,-92.918664,41.400236,http://api.duckduckgo.com/?q=Central+College%20wikipedia&format=json,,
Clarke University,-90.691512,42.508619,http://api.duckduckgo.com/?q=Clarke+University%20wikipedia&format=json,,
Coe College,-91.657535,41.986383,http://api.duckduckgo.com/?q=Coe+College%20wikipedia&format=json,,
Cornell College,-91.425435,41.925982,http://api.duckduckgo.com/?q=Cornell+College%20wikipedia&format=json,,
Dordt College,-96.166319,43.08396,http://api.duckduckgo.com/?q=Dordt+College%20wikipedia&format=json,,
Drake University,-93.654062,41.60381,http://api.duckduckgo.com/?q=Drake+University%20wikipedia&format=json,,
University of Dubuque,-90.693568,42.498027,http://api.duckduckgo.com/?q=University+of+Dubuque%20wikipedia&format=json,,
Graceland University-Lamoni,-93.924893,40.615966,http://api.duckduckgo.com/?q=Graceland+University-Lamoni%20wikipedia&format=json,,
Grand View University,-93.605016,41.620909,http://api.duckduckgo.com/?q=Grand+View+University%20wikipedia&format=json,,
Grinnell College,-92.721246,41.747048,http://api.duckduckgo.com/?q=Grinnell+College%20wikipedia&format=json,,
Iowa State University,-93.648353,42.026368,http://api.duckduckgo.com/?q=Iowa+State+University%20wikipedia&format=json,,
Iowa Wesleyan College,-91.552588,40.973689,http://api.duckduckgo.com/?q=Iowa+Wesleyan+College%20wikipedia&format=json,,
University of Iowa,-91.535698,41.660695,http://api.duckduckgo.com/?q=University+of+Iowa%20wikipedia&format=json,,
Loras College,-90.680232,42.504131,http://api.duckduckgo.com/?q=Loras+College%20wikipedia&format=json,,
Luther College,-91.803971,43.313584,http://api.duckduckgo.com/?q=Luther+College%20wikipedia&format=json,,
Maharishi University of Management,-91.967306,41.017781,http://api.duckduckgo.com/?q=Maharishi+University+of+Management%20wikipedia&format=json,,
Morningside College,-96.360738,42.47324,http://api.duckduckgo.com/?q=Morningside+College%20wikipedia&format=json,,
Mount Mercy University,-91.650991,42.001931,http://api.duckduckgo.com/?q=Mount+Mercy+University%20wikipedia&format=json,,
University of Northern Iowa,-92.459703,42.514923,http://api.duckduckgo.com/?q=University+of+Northern+Iowa%20wikipedia&format=json,,
Northwestern College,-96.058382,42.998955,http://api.duckduckgo.com/?q=Northwestern+College%20wikipedia&format=json,,
Saint Ambrose University,-90.58098,41.540081,http://api.duckduckgo.com/?q=Saint+Ambrose+University%20wikipedia&format=json,,
Simpson College,-93.563471,41.365503,http://api.duckduckgo.com/?q=Simpson+College%20wikipedia&format=json,,
Upper Iowa University,-91.799663,42.840293,http://api.duckduckgo.com/?q=Upper+Iowa+University%20wikipedia&format=json,,
Wartburg College,-92.480933,42.727629,http://api.duckduckgo.com/?q=Wartburg+College%20wikipedia&format=json,,
William Penn University,-92.648348,41.308868,http://api.duckduckgo.com/?q=William+Penn+University%20wikipedia&format=json,,
Baker University,-95.188231,38.777278,http://api.duckduckgo.com/?q=Baker+University%20wikipedia&format=json,,
Benedictine College,-95.111424,39.572953,http://api.duckduckgo.com/?q=Benedictine+College%20wikipedia&format=json,,
Bethany College,-97.673173,38.5786,http://api.duckduckgo.com/?q=Bethany+College%20wikipedia&format=json,,
Bethel College-North Newton,-97.342572,38.07525,http://api.duckduckgo.com/?q=Bethel+College-North+Newton%20wikipedia&format=json,,
Central Christian College of Kansas,-97.667373,38.357964,http://api.duckduckgo.com/?q=Central+Christian+College+of+Kansas%20wikipedia&format=json,,
Donnelly College,-94.65103,39.112227,http://api.duckduckgo.com/?q=Donnelly+College%20wikipedia&format=json,,
Emporia State University,-96.179454,38.412583,http://api.duckduckgo.com/?q=Emporia+State+University%20wikipedia&format=json,,
Fort Hays State University,-99.340493,38.872436,http://api.duckduckgo.com/?q=Fort+Hays+State+University%20wikipedia&format=json,,
Friends University,-97.366666,37.678495,http://api.duckduckgo.com/?q=Friends+University%20wikipedia&format=json,,
University of Kansas,-95.24587,38.957351,http://api.duckduckgo.com/?q=University+of+Kansas%20wikipedia&format=json,,
Newman University,-97.378803,37.672306,http://api.duckduckgo.com/?q=Newman+University%20wikipedia&format=json,,
Kansas State University,-96.581077,39.188616,http://api.duckduckgo.com/?q=Kansas+State+University%20wikipedia&format=json,,
Kansas Wesleyan University,-97.609476,38.813923,http://api.duckduckgo.com/?q=Kansas+Wesleyan+University%20wikipedia&format=json,,
McPherson College,-97.6443,38.371464,http://api.duckduckgo.com/?q=McPherson+College%20wikipedia&format=json,,
MidAmerica Nazarene University,-94.782586,38.872608,http://api.duckduckgo.com/?q=MidAmerica+Nazarene+University%20wikipedia&format=json,,
Ottawa University-Ottawa,-95.263776,38.602899,http://api.duckduckgo.com/?q=Ottawa+University-Ottawa%20wikipedia&format=json,,
Ottawa University-Kansas City,-94.68937,38.930925,http://api.duckduckgo.com/?q=Ottawa+University-Kansas+City%20wikipedia&format=json,,
Pittsburg State University,-94.704782,37.3913,http://api.duckduckgo.com/?q=Pittsburg+State+University%20wikipedia&format=json,,
University of Saint Mary,-94.906935,39.277308,http://api.duckduckgo.com/?q=University+of+Saint+Mary%20wikipedia&format=json,,
Southwestern College,-96.9783,37.2493,http://api.duckduckgo.com/?q=Southwestern+College%20wikipedia&format=json,,
Sterling College,-98.209966,38.219783,http://api.duckduckgo.com/?q=Sterling+College%20wikipedia&format=json,,
Tabor College,-97.20096,38.348606,http://api.duckduckgo.com/?q=Tabor+College%20wikipedia&format=json,,
Washburn University,-95.702325,39.034977,http://api.duckduckgo.com/?q=Washburn+University%20wikipedia&format=json,,
Wichita State University,-97.296733,37.716484,http://api.duckduckgo.com/?q=Wichita+State+University%20wikipedia&format=json,,
Alice Lloyd College,-82.875068,37.335087,http://api.duckduckgo.com/?q=Alice+Lloyd+College%20wikipedia&format=json,,
Asbury University,-84.662606,37.862029,http://api.duckduckgo.com/?q=Asbury+University%20wikipedia&format=json,,
Bellarmine University,-85.7049,38.219138,http://api.duckduckgo.com/?q=Bellarmine+University%20wikipedia&format=json,,
Berea College,-84.289332,37.573334,http://api.duckduckgo.com/?q=Berea+College%20wikipedia&format=json,,
Brescia University,-87.111533,37.768989,http://api.duckduckgo.com/?q=Brescia+University%20wikipedia&format=json,,
Campbellsville University,-85.348943,37.343342,http://api.duckduckgo.com/?q=Campbellsville+University%20wikipedia&format=json,,
Centre College,-84.779175,37.645102,http://api.duckduckgo.com/?q=Centre+College%20wikipedia&format=json,,
University of the Cumberlands,-84.162375,36.736489,http://api.duckduckgo.com/?q=University+of+the+Cumberlands%20wikipedia&format=json,,
Eastern Kentucky University,-84.301356,37.740396,http://api.duckduckgo.com/?q=Eastern+Kentucky+University%20wikipedia&format=json,,
Georgetown College,-84.554583,38.207934,http://api.duckduckgo.com/?q=Georgetown+College%20wikipedia&format=json,,
Kentucky State University,-84.855488,38.201056,http://api.duckduckgo.com/?q=Kentucky+State+University%20wikipedia&format=json,,
Kentucky Wesleyan College,-87.121984,37.744667,http://api.duckduckgo.com/?q=Kentucky+Wesleyan+College%20wikipedia&format=json,,
University of Kentucky,-84.509177,38.032393,http://api.duckduckgo.com/?q=University+of+Kentucky%20wikipedia&format=json,,
Kentucky Christian University,-82.946883,38.339002,http://api.duckduckgo.com/?q=Kentucky+Christian+University%20wikipedia&format=json,,
Lindsey Wilson College,-85.299909,37.101853,http://api.duckduckgo.com/?q=Lindsey+Wilson+College%20wikipedia&format=json,,
University of Louisville,-85.758843,38.215752,http://api.duckduckgo.com/?q=University+of+Louisville%20wikipedia&format=json,,
Mid-Continent University,-88.648361,36.815418,http://api.duckduckgo.com/?q=Mid-Continent+University%20wikipedia&format=json,,
Midway College,-84.679335,38.144432,http://api.duckduckgo.com/?q=Midway+College%20wikipedia&format=json,,
Morehead State University,-83.429742,38.188462,http://api.duckduckgo.com/?q=Morehead+State+University%20wikipedia&format=json,,
Murray State University,-88.323493,36.61241,http://api.duckduckgo.com/?q=Murray+State+University%20wikipedia&format=json,,
Northern Kentucky University,-84.465959,39.029221,http://api.duckduckgo.com/?q=Northern+Kentucky+University%20wikipedia&format=json,,
University of Pikeville,-82.520265,37.478835,http://api.duckduckgo.com/?q=University+of+Pikeville%20wikipedia&format=json,,
Saint Catharine College,-85.261372,37.708833,http://api.duckduckgo.com/?q=Saint+Catharine+College%20wikipedia&format=json,,
Spalding University,-85.75905,38.241815,http://api.duckduckgo.com/?q=Spalding+University%20wikipedia&format=json,,
Thomas More College,-84.568923,39.022963,http://api.duckduckgo.com/?q=Thomas+More+College%20wikipedia&format=json,,
Transylvania University,-84.493883,38.053236,http://api.duckduckgo.com/?q=Transylvania+University%20wikipedia&format=json,,
Union College,-83.887982,36.869066,http://api.duckduckgo.com/?q=Union+College%20wikipedia&format=json,,
Western Kentucky University,-86.455898,36.985718,http://api.duckduckgo.com/?q=Western+Kentucky+University%20wikipedia&format=json,,
Centenary College of Louisiana,-93.731518,32.483004,http://api.duckduckgo.com/?q=Centenary+College+of+Louisiana%20wikipedia&format=json,,
Dillard University,-90.065348,29.996468,http://api.duckduckgo.com/?q=Dillard+University%20wikipedia&format=json,,
Grambling State University,-92.717367,32.522702,http://api.duckduckgo.com/?q=Grambling+State+University%20wikipedia&format=json,,
Louisiana State University-Alexandria,-92.414409,31.178616,http://api.duckduckgo.com/?q=Louisiana+State+University-Alexandria%20wikipedia&format=json,,
Louisiana State University and Agricultural & Mechanical College,-91.196656,30.552111,http://api.duckduckgo.com/?q=Louisiana+State+University+and+Agricultural+%26+Mechanical+College%20wikipedia&format=json,,
Louisiana State University-Shreveport,-93.703762,32.428768,http://api.duckduckgo.com/?q=Louisiana+State+University-Shreveport%20wikipedia&format=json,,
Louisiana College,-92.425567,31.322286,http://api.duckduckgo.com/?q=Louisiana+College%20wikipedia&format=json,,
Louisiana Tech University,-92.64964,32.525518,http://api.duckduckgo.com/?q=Louisiana+Tech+University%20wikipedia&format=json,,
Loyola University New Orleans,-90.120417,29.936141,http://api.duckduckgo.com/?q=Loyola+University+New+Orleans%20wikipedia&format=json,,
McNeese State University,-93.215648,30.180762,http://api.duckduckgo.com/?q=McNeese+State+University%20wikipedia&format=json,,
University of New Orleans,-90.068506,30.028539,http://api.duckduckgo.com/?q=University+of+New+Orleans%20wikipedia&format=json,,
Nicholls State University,-90.802906,29.792689,http://api.duckduckgo.com/?q=Nicholls+State+University%20wikipedia&format=json,,
University of Louisiana at Monroe,-92.073855,32.527957,http://api.duckduckgo.com/?q=University+of+Louisiana+at+Monroe%20wikipedia&format=json,,
Northwestern State University of Louisiana,-93.097715,31.750675,http://api.duckduckgo.com/?q=Northwestern+State+University+of+Louisiana%20wikipedia&format=json,,
Our Lady of Holy Cross College,-89.997055,29.912539,http://api.duckduckgo.com/?q=Our+Lady+of+Holy+Cross+College%20wikipedia&format=json,,
Southeastern Louisiana University,-90.468558,30.51358,http://api.duckduckgo.com/?q=Southeastern+Louisiana+University%20wikipedia&format=json,,
Southern University and A & M College,-91.190105,30.524558,http://api.duckduckgo.com/?q=Southern+University+and+A+%26+M+College%20wikipedia&format=json,,
Southern University at New Orleans,-90.044379,30.02669,http://api.duckduckgo.com/?q=Southern+University+at+New+Orleans%20wikipedia&format=json,,
University of Louisiana at Lafayette,-92.01941,30.215283,http://api.duckduckgo.com/?q=University+of+Louisiana+at+Lafayette%20wikipedia&format=json,,
Tulane University of Louisiana,-90.120409,29.939696,http://api.duckduckgo.com/?q=Tulane+University+of+Louisiana%20wikipedia&format=json,,
Xavier University of Louisiana,-90.107307,29.964162,http://api.duckduckgo.com/?q=Xavier+University+of+Louisiana%20wikipedia&format=json,,
College of the Atlantic,-68.228849,44.399584,http://api.duckduckgo.com/?q=College+of+the+Atlantic%20wikipedia&format=json,,
Bates College,-70.203333,44.105299,http://api.duckduckgo.com/?q=Bates+College%20wikipedia&format=json,,
Bowdoin College,-69.965165,43.906969,http://api.duckduckgo.com/?q=Bowdoin+College%20wikipedia&format=json,,
Colby College,-69.66337,44.564211,http://api.duckduckgo.com/?q=Colby+College%20wikipedia&format=json,,
Husson University,-68.791323,44.828888,http://api.duckduckgo.com/?q=Husson+University%20wikipedia&format=json,,
University of Maine at Augusta,-69.796396,44.337746,http://api.duckduckgo.com/?q=University+of+Maine+at+Augusta%20wikipedia&format=json,,
University of Maine at Farmington,-70.147469,44.668,http://api.duckduckgo.com/?q=University+of+Maine+at+Farmington%20wikipedia&format=json,,
University of Maine at Fort Kent,-68.588364,47.250306,http://api.duckduckgo.com/?q=University+of+Maine+at+Fort+Kent%20wikipedia&format=json,,
University of Maine at Machias,-67.456534,44.709895,http://api.duckduckgo.com/?q=University+of+Maine+at+Machias%20wikipedia&format=json,,
University of Maine,-68.673839,44.895966,http://api.duckduckgo.com/?q=University+of+Maine%20wikipedia&format=json,,
Maine Maritime Academy,-68.803214,44.3873,http://api.duckduckgo.com/?q=Maine+Maritime+Academy%20wikipedia&format=json,,
University of Maine at Presque Isle,-68.016516,46.672377,http://api.duckduckgo.com/?q=University+of+Maine+at+Presque+Isle%20wikipedia&format=json,,
University of New England,-70.385882,43.458172,http://api.duckduckgo.com/?q=University+of+New+England%20wikipedia&format=json,,
Saint Joseph's College of Maine,-70.483486,43.82651,http://api.duckduckgo.com/?q=Saint+Joseph%27s+College+of+Maine%20wikipedia&format=json,,
University of Southern Maine,-70.276002,43.662637,http://api.duckduckgo.com/?q=University+of+Southern+Maine%20wikipedia&format=json,,
Thomas College,-69.662923,44.524046,http://api.duckduckgo.com/?q=Thomas+College%20wikipedia&format=json,,
Unity College,-69.332276,44.603165,http://api.duckduckgo.com/?q=Unity+College%20wikipedia&format=json,,
University of Baltimore,-76.616591,39.305834,http://api.duckduckgo.com/?q=University+of+Baltimore%20wikipedia&format=json,,
Bowie State University,-76.759721,39.018185,http://api.duckduckgo.com/?q=Bowie+State+University%20wikipedia&format=json,,
Washington Adventist University,-77.00131,38.987206,http://api.duckduckgo.com/?q=Washington+Adventist+University%20wikipedia&format=json,,
Coppin State University,-76.658547,39.310786,http://api.duckduckgo.com/?q=Coppin+State+University%20wikipedia&format=json,,
Frostburg State University,-78.933871,39.651509,http://api.duckduckgo.com/?q=Frostburg+State+University%20wikipedia&format=json,,
Goucher College,-76.594843,39.410175,http://api.duckduckgo.com/?q=Goucher+College%20wikipedia&format=json,,
Hood College,-77.419282,39.421908,http://api.duckduckgo.com/?q=Hood+College%20wikipedia&format=json,,
Johns Hopkins University,-76.620799,39.32838,http://api.duckduckgo.com/?q=Johns+Hopkins+University%20wikipedia&format=json,,
Loyola University Maryland,-76.623417,39.346044,http://api.duckduckgo.com/?q=Loyola+University+Maryland%20wikipedia&format=json,,
University of Maryland-University College,-76.954104,38.986299,http://api.duckduckgo.com/?q=University+of+Maryland-University+College%20wikipedia&format=json,,
University of Maryland-Baltimore County,-76.711607,39.256686,http://api.duckduckgo.com/?q=University+of+Maryland-Baltimore+County%20wikipedia&format=json,,
University of Maryland-College Park,-76.939704,38.988607,http://api.duckduckgo.com/?q=University+of+Maryland-College+Park%20wikipedia&format=json,,
University of Maryland Eastern Shore,-75.687227,38.211188,http://api.duckduckgo.com/?q=University+of+Maryland+Eastern+Shore%20wikipedia&format=json,,
Morgan State University,-76.584238,39.344235,http://api.duckduckgo.com/?q=Morgan+State+University%20wikipedia&format=json,,
Mount St Mary's University,-77.35222,39.680632,http://api.duckduckgo.com/?q=Mount+St+Mary%27s+University%20wikipedia&format=json,,
Notre Dame of Maryland University,-76.619701,39.351307,http://api.duckduckgo.com/?q=Notre+Dame+of+Maryland+University%20wikipedia&format=json,,
Salisbury University,-75.605705,38.345447,http://api.duckduckgo.com/?q=Salisbury+University%20wikipedia&format=json,,
St Mary's College of Maryland,-76.425706,38.188615,http://api.duckduckgo.com/?q=St+Mary%27s+College+of+Maryland%20wikipedia&format=json,,
Sojourner-Douglass College,-76.598191,39.296333,http://api.duckduckgo.com/?q=Sojourner-Douglass+College%20wikipedia&format=json,,
St John's College,-76.491397,38.981513,http://api.duckduckgo.com/?q=St+John%27s+College%20wikipedia&format=json,,
Towson University,-76.612268,39.393008,http://api.duckduckgo.com/?q=Towson+University%20wikipedia&format=json,,
Maryland University of Integrative Health,-76.888025,39.165872,http://api.duckduckgo.com/?q=Maryland+University+of+Integrative+Health%20wikipedia&format=json,,
Stevenson University,-76.701247,39.421264,http://api.duckduckgo.com/?q=Stevenson+University%20wikipedia&format=json,,
Washington College,-76.06878,39.217329,http://api.duckduckgo.com/?q=Washington+College%20wikipedia&format=json,,
McDaniel College,-77.001662,39.584879,http://api.duckduckgo.com/?q=McDaniel+College%20wikipedia&format=json,,
American International College,-72.558507,42.112708,http://api.duckduckgo.com/?q=American+International+College%20wikipedia&format=json,,
Amherst College,-72.518493,42.372459,http://api.duckduckgo.com/?q=Amherst+College%20wikipedia&format=json,,
Anna Maria College,-71.918961,42.33055,http://api.duckduckgo.com/?q=Anna+Maria+College%20wikipedia&format=json,,
Assumption College,-71.828387,42.295435,http://api.duckduckgo.com/?q=Assumption+College%20wikipedia&format=json,,
Bay Path College,-72.583974,42.055364,http://api.duckduckgo.com/?q=Bay+Path+College%20wikipedia&format=json,,
Becker College,-71.811895,42.26918,http://api.duckduckgo.com/?q=Becker+College%20wikipedia&format=json,,
Bentley University,-71.220148,42.388798,http://api.duckduckgo.com/?q=Bentley+University%20wikipedia&format=json,,
Boston College,-71.171488,42.337688,http://api.duckduckgo.com/?q=Boston+College%20wikipedia&format=json,,
Boston University,-71.09984,42.349581,http://api.duckduckgo.com/?q=Boston+University%20wikipedia&format=json,,
Brandeis University,-71.254716,42.364947,http://api.duckduckgo.com/?q=Brandeis+University%20wikipedia&format=json,,
Bridgewater State University,-70.966058,41.987785,http://api.duckduckgo.com/?q=Bridgewater+State+University%20wikipedia&format=json,,
Cambridge College,-71.11084,42.369193,http://api.duckduckgo.com/?q=Cambridge+College%20wikipedia&format=json,,
Clark University,-71.823537,42.251064,http://api.duckduckgo.com/?q=Clark+University%20wikipedia&format=json,,
Curry College,-71.114007,42.240616,http://api.duckduckgo.com/?q=Curry+College%20wikipedia&format=json,,
Eastern Nazarene College,-71.011238,42.271214,http://api.duckduckgo.com/?q=Eastern+Nazarene+College%20wikipedia&format=json,,
Emerson College,-71.074037,42.35532,http://api.duckduckgo.com/?q=Emerson+College%20wikipedia&format=json,,
Emmanuel College,-71.103038,42.341191,http://api.duckduckgo.com/?q=Emmanuel+College%20wikipedia&format=json,,
Endicott College,-70.840729,42.554177,http://api.duckduckgo.com/?q=Endicott+College%20wikipedia&format=json,,
Fisher College,-71.074125,42.355253,http://api.duckduckgo.com/?q=Fisher+College%20wikipedia&format=json,,
Fitchburg State University,-71.789354,42.589345,http://api.duckduckgo.com/?q=Fitchburg+State+University%20wikipedia&format=json,,
Framingham State University,-71.437175,42.297289,http://api.duckduckgo.com/?q=Framingham+State+University%20wikipedia&format=json,,
Gordon College,-70.819133,42.588173,http://api.duckduckgo.com/?q=Gordon+College%20wikipedia&format=json,,
Hampshire College,-72.532401,42.324772,http://api.duckduckgo.com/?q=Hampshire+College%20wikipedia&format=json,,
Harvard University,-71.118177,42.374429,http://api.duckduckgo.com/?q=Harvard+University%20wikipedia&format=json,,
College of the Holy Cross,-71.808627,42.238942,http://api.duckduckgo.com/?q=College+of+the+Holy+Cross%20wikipedia&format=json,,
Lasell College,-71.243738,42.342712,http://api.duckduckgo.com/?q=Lasell+College%20wikipedia&format=json,,
Lesley University,-71.115601,42.378429,http://api.duckduckgo.com/?q=Lesley+University%20wikipedia&format=json,,
University of Massachusetts-Lowell,-71.325081,42.65372,http://api.duckduckgo.com/?q=University+of+Massachusetts-Lowell%20wikipedia&format=json,,
University of Massachusetts-Amherst,-72.52613,42.386105,http://api.duckduckgo.com/?q=University+of+Massachusetts-Amherst%20wikipedia&format=json,,
University of Massachusetts-Boston,-71.038653,42.314541,http://api.duckduckgo.com/?q=University+of+Massachusetts-Boston%20wikipedia&format=json,,
Massachusetts Institute of Technology,-71.092115,42.360095,http://api.duckduckgo.com/?q=Massachusetts+Institute+of+Technology%20wikipedia&format=json,,
Massachusetts Maritime Academy,-70.623953,41.740538,http://api.duckduckgo.com/?q=Massachusetts+Maritime+Academy%20wikipedia&format=json,,
Merrimack College,-71.124216,42.668352,http://api.duckduckgo.com/?q=Merrimack+College%20wikipedia&format=json,,
Mount Holyoke College,-72.573625,42.257588,http://api.duckduckgo.com/?q=Mount+Holyoke+College%20wikipedia&format=json,,
Mount Ida College,-71.194658,42.293205,http://api.duckduckgo.com/?q=Mount+Ida+College%20wikipedia&format=json,,
Newbury College,-71.142082,42.331032,http://api.duckduckgo.com/?q=Newbury+College%20wikipedia&format=json,,
Nichols College,-71.929644,42.042462,http://api.duckduckgo.com/?q=Nichols+College%20wikipedia&format=json,,
Massachusetts College of Liberal Arts,-73.1035,42.692427,http://api.duckduckgo.com/?q=Massachusetts+College+of+Liberal+Arts%20wikipedia&format=json,,
Northeastern University,-71.088782,42.339992,http://api.duckduckgo.com/?q=Northeastern+University%20wikipedia&format=json,,
College of Our Lady of the Elms,-72.601541,42.14179,http://api.duckduckgo.com/?q=College+of+Our+Lady+of+the+Elms%20wikipedia&format=json,,
Pine Manor College,-71.156973,42.319568,http://api.duckduckgo.com/?q=Pine+Manor+College%20wikipedia&format=json,,
Salem State University,-70.889321,42.502879,http://api.duckduckgo.com/?q=Salem+State+University%20wikipedia&format=json,,
Simmons College,-71.099967,42.3393,http://api.duckduckgo.com/?q=Simmons+College%20wikipedia&format=json,,
Bard College at Simon's Rock,-73.380008,42.209241,http://api.duckduckgo.com/?q=Bard+College+at+Simon%27s+Rock%20wikipedia&format=json,,
Smith College,-72.638094,42.317933,http://api.duckduckgo.com/?q=Smith+College%20wikipedia&format=json,,
Springfield College,-72.555688,42.105033,http://api.duckduckgo.com/?q=Springfield+College%20wikipedia&format=json,,
University of Massachusetts-Dartmouth,-71.005528,41.628861,http://api.duckduckgo.com/?q=University+of+Massachusetts-Dartmouth%20wikipedia&format=json,,
Stonehill College,-71.078123,42.061448,http://api.duckduckgo.com/?q=Stonehill+College%20wikipedia&format=json,,
Suffolk University,-71.061969,42.359088,http://api.duckduckgo.com/?q=Suffolk+University%20wikipedia&format=json,,
Tufts University,-71.120641,42.406004,http://api.duckduckgo.com/?q=Tufts+University%20wikipedia&format=json,,
Wellesley College,-71.307966,42.293765,http://api.duckduckgo.com/?q=Wellesley+College%20wikipedia&format=json,,
Wentworth Institute of Technology,-71.094983,42.336632,http://api.duckduckgo.com/?q=Wentworth+Institute+of+Technology%20wikipedia&format=json,,
Western New England University,-72.518789,42.115837,http://api.duckduckgo.com/?q=Western+New+England+University%20wikipedia&format=json,,
Westfield State University,-72.795673,42.131589,http://api.duckduckgo.com/?q=Westfield+State+University%20wikipedia&format=json,,
Wheaton College,-71.184167,41.966813,http://api.duckduckgo.com/?q=Wheaton+College%20wikipedia&format=json,,
Wheelock College,-71.10582,42.342503,http://api.duckduckgo.com/?q=Wheelock+College%20wikipedia&format=json,,
Williams College,-73.205888,42.711669,http://api.duckduckgo.com/?q=Williams+College%20wikipedia&format=json,,
Worcester Polytechnic Institute,-71.808792,42.275067,http://api.duckduckgo.com/?q=Worcester+Polytechnic+Institute%20wikipedia&format=json,,
Worcester State University,-71.844019,42.267534,http://api.duckduckgo.com/?q=Worcester+State+University%20wikipedia&format=json,,
Adrian College,-84.059947,41.898449,http://api.duckduckgo.com/?q=Adrian+College%20wikipedia&format=json,,
Albion College,-84.746088,42.244603,http://api.duckduckgo.com/?q=Albion+College%20wikipedia&format=json,,
Alma College,-84.670073,43.379236,http://api.duckduckgo.com/?q=Alma+College%20wikipedia&format=json,,
Andrews University,-86.355149,41.963266,http://api.duckduckgo.com/?q=Andrews+University%20wikipedia&format=json,,
Aquinas College,-85.626166,42.960449,http://api.duckduckgo.com/?q=Aquinas+College%20wikipedia&format=json,,
Baker College of Owosso,-84.170882,42.987045,http://api.duckduckgo.com/?q=Baker+College+of+Owosso%20wikipedia&format=json,,
Baker College of Flint,-83.694679,42.974764,http://api.duckduckgo.com/?q=Baker+College+of+Flint%20wikipedia&format=json,,
Calvin College,-85.587548,42.929916,http://api.duckduckgo.com/?q=Calvin+College%20wikipedia&format=json,,
Central Michigan University,-84.775275,43.591137,http://api.duckduckgo.com/?q=Central+Michigan+University%20wikipedia&format=json,,
Concordia University-Ann Arbor,-83.682676,42.274723,http://api.duckduckgo.com/?q=Concordia+University-Ann+Arbor%20wikipedia&format=json,,
Davenport University,-85.529655,42.849713,http://api.duckduckgo.com/?q=Davenport+University%20wikipedia&format=json,,
University of Detroit Mercy,-83.138369,42.417168,http://api.duckduckgo.com/?q=University+of+Detroit+Mercy%20wikipedia&format=json,,
Eastern Michigan University,-83.624499,42.245751,http://api.duckduckgo.com/?q=Eastern+Michigan+University%20wikipedia&format=json,,
Ferris State University,-85.483509,43.687464,http://api.duckduckgo.com/?q=Ferris+State+University%20wikipedia&format=json,,
Kettering University,-83.714356,43.013112,http://api.duckduckgo.com/?q=Kettering+University%20wikipedia&format=json,,
Grace Bible College,-85.692077,42.919541,http://api.duckduckgo.com/?q=Grace+Bible+College%20wikipedia&format=json,,
Cornerstone University,-85.595602,42.979044,http://api.duckduckgo.com/?q=Cornerstone+University%20wikipedia&format=json,,
Grand Valley State University,-85.887519,42.965208,http://api.duckduckgo.com/?q=Grand+Valley+State+University%20wikipedia&format=json,,
Hope College,-86.105376,42.788052,http://api.duckduckgo.com/?q=Hope+College%20wikipedia&format=json,,
Kalamazoo College,-85.601317,42.290382,http://api.duckduckgo.com/?q=Kalamazoo+College%20wikipedia&format=json,,
Lake Superior State University,-84.3655,46.491736,http://api.duckduckgo.com/?q=Lake+Superior+State+University%20wikipedia&format=json,,
Lawrence Technological University,-83.25003,42.474072,http://api.duckduckgo.com/?q=Lawrence+Technological+University%20wikipedia&format=json,,
Madonna University,-83.407306,42.386463,http://api.duckduckgo.com/?q=Madonna+University%20wikipedia&format=json,,
Marygrove College,-83.154109,42.414415,http://api.duckduckgo.com/?q=Marygrove+College%20wikipedia&format=json,,
Rochester College,-83.144959,42.667521,http://api.duckduckgo.com/?q=Rochester+College%20wikipedia&format=json,,
University of Michigan-Ann Arbor,-83.74313,42.276172,http://api.duckduckgo.com/?q=University+of+Michigan-Ann+Arbor%20wikipedia&format=json,,
Michigan State University,-84.473639,42.72476,http://api.duckduckgo.com/?q=Michigan+State+University%20wikipedia&format=json,,
Michigan Technological University,-88.546403,47.1183,http://api.duckduckgo.com/?q=Michigan+Technological+University%20wikipedia&format=json,,
